Employee_ID,First_Name,Last_Name,Department_ID,Job_Title,Salary,Bonus,Hire_Date,Gender,Age,City,State,Country,Email,Phone_Number,Performance_Rating,Work_Mode,Experience_Years,Marital_Status,Education,Project_Assigned,Leave_Balance,Attendance_Percentage,Insurance_Provider,Retirement_Plan
EMP000027,Riya,Das,DPT01203,HR Executive,2239252,198050,05-12-2019,Male,25,Mumbai,Karnataka,India,employee26@company.com,-8066177401,3.46,Office,5,Single,MCA,Project_371,20,95.24,Star Health,PF
EMP000028,Priya,Dutta,DPT03537,Consultant,1786210,129697,08-07-2018,Female,31,Kolkata,Maharashtra,India,employee27@company.com,-8175085258,4.72,Office,17,Single,BTech,Project_5,25,97.66,HDFC Ergo,PF
EMP000029,Arjun,Saha,DPT01626,HR Executive,689661,185482,24-12-2016,Male,58,Delhi,Delhi,India,employee28@company.com,-8708838517,2.77,Hybrid,29,Single,BSc,Project_358,12,75.64,Star Health,PF
EMP000030,Rahul,Singh,DPT01914,Analyst,665592,167609,28-10-2018,Female,36,Mumbai,West Bengal,India,employee29@company.com,-8472567249,2.18,Remote,6,Married,BSc,Project_150,10,85.03,Star Health,NPS
EMP000031,Riya,Roy,DPT04188,HR Executive,2386636,110572,16-12-2017,Female,59,Pune,Delhi,India,employee30@company.com,-8263465640,1.33,Office,17,Single,MBA,Project_275,19,87.96,HDFC Ergo,PF
EMP000032,Priya,Roy,DPT02518,Software Engineer,1459046,58560,13-01-2018,Female,49,Pune,Karnataka,India,employee31@company.com,-8944957384,1.56,Remote,5,Single,BSc,Project_190,15,87.93,Star Health,PF
EMP000033,Rahul,Dutta,DPT03569,Consultant,747600,78205,08-10-2019,Male,38,Kolkata,Delhi,India,employee32@company.com,-7572827563,1.53,Hybrid,15,Single,MBA,Project_25,28,98.28,Star Health,NPS
EMP000034,Arjun,Singh,DPT04557,Manager,2126575,49997,03-11-2021,Female,25,Chennai,Maharashtra,India,employee33@company.com,-7593478522,1.8,Office,8,Single,MBA,Project_226,2,81.08,LIC,PF
EMP000035,Riya,Gupta,DPT02006,Manager,2026667,181324,04-07-2024,Male,34,Kolkata,West Bengal,India,employee34@company.com,-8772728222,3.45,Hybrid,17,Single,BTech,Project_383,16,93.92,Star Health,NPS
EMP000036,Ankit,Dutta,DPT00628,Manager,1604983,141925,14-04-2022,Male,52,Kolkata,Delhi,India,employee35@company.com,-9587822710,3.64,Hybrid,33,Married,MBA,Project_178,17,85.88,Star Health,PF
EMP000037,Arjun,Paul,DPT04972,Consultant,1503389,51155,21-11-2020,Male,22,Pune,Maharashtra,India,employee36@company.com,-9200288579,1.88,Hybrid,5,Married,MCA,Project_344,23,96.49,LIC,NPS
EMP000038,Amit,Roy,DPT02115,Manager,935046,37200,07-01-2023,Male,27,Mumbai,West Bengal,India,employee37@company.com,-8283822040,3.7,Hybrid,13,Married,MCA,Project_25,6,74.32,LIC,PF
EMP000039,Neha,Saha,DPT00912,Consultant,2038536,189247,31-08-2019,Female,31,Mumbai,Maharashtra,India,employee38@company.com,-9352808639,3.45,Office,28,Married,MBA,Project_77,5,90.06,LIC,PF
EMP000040,Arjun,Sharma,DPT03390,Manager,1767164,141571,16-04-2020,Female,31,Delhi,Maharashtra,India,employee39@company.com,-8348236492,1.32,Hybrid,27,Married,BTech,Project_443,25,78.88,Star Health,PF
EMP000041,Amit,Gupta,DPT02666,Manager,2056640,60518,03-08-2021,Female,40,Kolkata,Delhi,India,employee40@company.com,-9377614615,2.3,Office,7,Single,MCA,Project_46,24,99.08,Star Health,NPS
EMP000042,Rahul,Roy,DPT04657,Analyst,531733,187866,28-06-2018,Male,45,Mumbai,Delhi,India,employee41@company.com,-9716924447,4.36,Office,29,Married,MBA,Project_218,9,80.3,LIC,PF
EMP000043,Ankit,Saha,DPT03352,HR Executive,1832153,21707,22-05-2015,Male,45,Kolkata,Maharashtra,India,employee42@company.com,-7933479087,2.47,Remote,8,Married,MCA,Project_281,4,78.76,Star Health,NPS
EMP000044,Riya,Roy,DPT02427,Software Engineer,1291512,145167,30-06-2018,Female,35,Mumbai,Karnataka,India,employee43@company.com,-7862811947,2.93,Remote,5,Single,MCA,Project_78,6,88.31,LIC,PF
EMP000045,Ankit,Singh,DPT02057,Analyst,1038697,111015,14-03-2023,Female,36,Chennai,Maharashtra,India,employee44@company.com,-7900709074,1.65,Office,25,Single,BSc,Project_385,6,97.2,HDFC Ergo,PF
EMP000046,Amit,Roy,DPT00332,Manager,470544,76342,22-03-2019,Female,27,Bangalore,Maharashtra,India,employee45@company.com,-9680779273,2.25,Hybrid,34,Married,MCA,Project_359,26,81.3,LIC,NPS
EMP000047,Riya,Sharma,DPT00951,HR Executive,2074014,125960,12-08-2021,Male,30,Pune,Maharashtra,India,employee46@company.com,-8248029338,3.31,Hybrid,16,Married,MBA,Project_324,0,90.84,HDFC Ergo,NPS
EMP000048,Rahul,Gupta,DPT02276,Consultant,2429864,127688,24-09-2023,Male,44,Bangalore,Delhi,India,employee47@company.com,-9948972979,1.1,Office,34,Married,BSc,Project_30,24,95.49,LIC,NPS
EMP000049,Priya,Paul,DPT00344,Manager,1616632,186891,04-07-2017,Female,55,Bangalore,Karnataka,India,employee48@company.com,-8483024523,4.18,Hybrid,28,Single,BSc,Project_245,25,86.33,HDFC Ergo,NPS
EMP000050,Rahul,Dutta,DPT01118,Manager,508956,187856,04-01-2023,Male,35,Pune,Maharashtra,India,employee49@company.com,-9887823030,1.35,Remote,0,Married,MCA,Project_403,29,86.6,HDFC Ergo,PF
EMP000051,Ankit,Gupta,DPT01918,Manager,613570,74706,05-04-2020,Female,45,Chennai,Maharashtra,India,employee50@company.com,-7569820642,3.95,Remote,4,Married,MBA,Project_407,15,91.78,HDFC Ergo,NPS
EMP000052,Sneha,Saha,DPT02906,Software Engineer,2356020,78879,28-12-2020,Male,56,Delhi,Delhi,India,employee51@company.com,-9792099654,2.22,Office,12,Single,BSc,Project_88,7,83.08,LIC,PF
EMP000053,Amit,Dutta,DPT01302,Software Engineer,409369,160727,30-12-2022,Female,39,Pune,Karnataka,India,employee52@company.com,-7763699639,2.06,Office,30,Married,MBA,Project_373,17,94.01,LIC,NPS
EMP000054,Neha,Singh,DPT04344,Consultant,1046306,169550,29-09-2019,Female,44,Delhi,West Bengal,India,employee53@company.com,-9164205742,1.53,Hybrid,18,Single,MBA,Project_216,24,96.48,Star Health,NPS
EMP000055,Priya,Dutta,DPT01385,Consultant,2232938,116065,03-02-2019,Male,45,Chennai,Delhi,India,employee54@company.com,-9329983045,1.6,Hybrid,26,Married,MCA,Project_311,17,90.56,Star Health,PF
EMP000056,Rahul,Singh,DPT01434,HR Executive,1551150,64095,07-07-2024,Female,25,Chennai,Delhi,India,employee55@company.com,-9982047127,3.09,Remote,5,Single,BTech,Project_71,28,83.88,Star Health,PF
EMP000057,Arjun,Paul,DPT03183,Software Engineer,1757265,198893,29-12-2020,Female,56,Bangalore,Maharashtra,India,employee56@company.com,-9735367677,1.17,Office,10,Single,BSc,Project_216,3,85.1,Star Health,NPS
EMP000058,Ankit,Paul,DPT00047,Analyst,372793,39158,02-06-2023,Female,42,Chennai,Karnataka,India,employee57@company.com,-8384617458,2.39,Hybrid,8,Married,BTech,Project_167,15,82.61,HDFC Ergo,NPS
EMP000059,Neha,Gupta,DPT04189,Consultant,445096,146669,07-10-2023,Male,57,Bangalore,West Bengal,India,employee58@company.com,-7495661694,3.54,Hybrid,15,Single,BTech,Project_87,25,79.63,LIC,PF
EMP000060,Amit,Das,DPT03105,Analyst,2464072,111703,11-02-2024,Female,37,Chennai,Delhi,India,employee59@company.com,-8512849761,3.67,Hybrid,19,Married,BSc,Project_231,11,87.08,Star Health,PF
EMP000061,Rahul,Sharma,DPT02806,Software Engineer,1942672,97606,11-04-2022,Female,43,Bangalore,Delhi,India,employee60@company.com,-9414975019,1.4,Office,5,Single,BSc,Project_476,23,71.02,LIC,NPS
EMP000062,Priya,Roy,DPT03347,Software Engineer,1452887,156790,18-07-2021,Female,52,Pune,Delhi,India,employee61@company.com,-9063173028,4.79,Hybrid,18,Single,BTech,Project_401,22,72.62,LIC,PF
EMP000063,Riya,Gupta,DPT02580,HR Executive,2483923,67824,27-08-2018,Male,41,Mumbai,Karnataka,India,employee62@company.com,-9503133791,2.29,Hybrid,1,Married,MBA,Project_437,7,96.05,Star Health,PF
EMP000064,Ankit,Das,DPT04606,Consultant,866925,158390,29-10-2023,Male,40,Kolkata,Maharashtra,India,employee63@company.com,-9450872287,1.76,Office,31,Married,MCA,Project_453,28,90.08,HDFC Ergo,NPS
EMP000065,Ankit,Gupta,DPT00773,HR Executive,2037751,176461,13-01-2021,Female,22,Pune,Delhi,India,employee64@company.com,-9865418406,1.68,Hybrid,30,Single,MCA,Project_460,13,85.38,HDFC Ergo,PF
EMP000066,Arjun,Dutta,DPT03245,HR Executive,424473,66786,18-12-2021,Male,59,Mumbai,Maharashtra,India,employee65@company.com,-8793053965,1.22,Office,19,Married,BTech,Project_382,14,88.1,HDFC Ergo,NPS
EMP000067,Riya,Dutta,DPT03793,HR Executive,329754,70732,08-04-2015,Male,55,Delhi,Maharashtra,India,employee66@company.com,-9895853631,3.18,Hybrid,16,Married,BTech,Project_71,24,99.02,HDFC Ergo,PF
EMP000068,Amit,Roy,DPT02771,Software Engineer,1223913,31311,30-06-2024,Female,24,Delhi,West Bengal,India,employee67@company.com,-9293094998,2.46,Remote,34,Married,BSc,Project_262,27,79.66,LIC,PF
EMP000069,Ankit,Gupta,DPT01136,Consultant,1670108,150779,25-04-2023,Female,24,Mumbai,Delhi,India,employee68@company.com,-8228051219,2.84,Office,9,Single,MCA,Project_17,4,72.29,LIC,NPS
EMP000070,Priya,Singh,DPT04054,Software Engineer,1217137,184031,24-02-2015,Female,43,Pune,Delhi,India,employee69@company.com,-8814135554,4.22,Remote,27,Single,BTech,Project_97,21,79.4,HDFC Ergo,PF
EMP000071,Ankit,Roy,DPT03574,Manager,355188,101271,21-08-2020,Female,56,Kolkata,Delhi,India,employee70@company.com,-7054848856,2.71,Hybrid,21,Single,BTech,Project_405,10,71.68,LIC,NPS
EMP000072,Arjun,Paul,DPT01443,Analyst,2462617,42010,20-07-2021,Male,47,Mumbai,West Bengal,India,employee71@company.com,-9245108116,2.35,Hybrid,7,Single,MBA,Project_206,4,83.51,LIC,NPS
EMP000073,Riya,Saha,DPT01126,Software Engineer,881648,44191,24-04-2020,Female,59,Mumbai,Delhi,India,employee72@company.com,-7457287107,3.75,Hybrid,3,Married,BTech,Project_411,15,82.96,LIC,NPS
EMP000074,Sneha,Gupta,DPT01951,Analyst,1685677,123083,18-04-2015,Male,47,Chennai,West Bengal,India,employee73@company.com,-7108542937,4.15,Remote,9,Single,BSc,Project_158,5,88.74,HDFC Ergo,NPS
EMP000075,Arjun,Sharma,DPT04519,Manager,910634,98673,11-01-2016,Female,36,Kolkata,Maharashtra,India,employee74@company.com,-8635825455,3.13,Remote,18,Single,MCA,Project_5,1,89.61,LIC,NPS
EMP000076,Riya,Roy,DPT01842,Manager,1917389,158896,27-04-2016,Female,51,Chennai,West Bengal,India,employee75@company.com,-7624173409,3.07,Hybrid,12,Married,BTech,Project_84,2,79.4,LIC,PF
EMP000077,Amit,Paul,DPT03502,Manager,1681566,122144,15-10-2023,Male,59,Mumbai,Maharashtra,India,employee76@company.com,-7227912346,1.66,Hybrid,4,Single,MCA,Project_155,12,95.16,Star Health,NPS
EMP000078,Sneha,Sharma,DPT01160,Analyst,1856786,52627,31-10-2015,Male,36,Mumbai,Karnataka,India,employee77@company.com,-9878719700,2.51,Office,32,Married,BSc,Project_402,1,91.71,LIC,PF
EMP000079,Rahul,Saha,DPT01667,Software Engineer,588312,55412,13-02-2018,Male,40,Chennai,Karnataka,India,employee78@company.com,-7243115581,2.26,Remote,14,Married,BTech,Project_423,10,86.77,HDFC Ergo,NPS
EMP000080,Sneha,Sharma,DPT01033,Analyst,951285,86969,24-03-2015,Male,24,Bangalore,West Bengal,India,employee79@company.com,-7858574255,1.9,Office,18,Single,BSc,Project_238,0,89.27,Star Health,NPS
EMP000081,Sneha,Sharma,DPT04337,Analyst,310777,99148,19-04-2023,Female,40,Kolkata,West Bengal,India,employee80@company.com,-8146662827,3.23,Hybrid,15,Married,BTech,Project_130,27,81.64,LIC,NPS
EMP000082,Sneha,Dutta,DPT01159,Software Engineer,1139391,188738,17-09-2021,Female,36,Mumbai,West Bengal,India,employee81@company.com,-7691212137,2.19,Hybrid,10,Married,MBA,Project_251,25,72.05,HDFC Ergo,NPS
EMP000083,Ankit,Saha,DPT02324,Manager,727725,188769,26-08-2019,Female,48,Bangalore,Maharashtra,India,employee82@company.com,-8231004321,2.22,Remote,17,Married,MBA,Project_164,0,95.63,Star Health,NPS
EMP000084,Ankit,Singh,DPT00617,Analyst,636638,168271,01-06-2022,Female,56,Bangalore,Delhi,India,employee83@company.com,-9935139028,1.59,Remote,25,Married,MCA,Project_391,24,97.98,Star Health,PF
EMP000085,Arjun,Paul,DPT00339,Software Engineer,2223219,79434,20-02-2019,Male,21,Bangalore,Karnataka,India,employee84@company.com,-8076151241,1.94,Hybrid,28,Married,MCA,Project_312,21,82.29,Star Health,PF
EMP000086,Neha,Gupta,DPT00111,HR Executive,1030762,124483,10-09-2015,Male,21,Chennai,West Bengal,India,employee85@company.com,-7628905057,1.53,Remote,12,Married,BTech,Project_330,6,76.47,HDFC Ergo,PF
EMP000087,Neha,Singh,DPT00652,Consultant,1838721,68523,20-01-2015,Male,50,Delhi,Maharashtra,India,employee86@company.com,-7266428863,4.49,Office,26,Married,MCA,Project_349,13,77.84,LIC,PF
EMP000088,Sneha,Saha,DPT02097,Consultant,2384938,166176,15-04-2017,Male,54,Pune,Delhi,India,employee87@company.com,-9966082192,4.41,Hybrid,28,Married,BSc,Project_123,25,87.04,Star Health,NPS
EMP000089,Sneha,Das,DPT04713,Software Engineer,1698885,78872,17-02-2021,Female,31,Bangalore,Karnataka,India,employee88@company.com,-8267618990,4.81,Office,21,Single,MBA,Project_109,4,95.65,HDFC Ergo,NPS
EMP000090,Ankit,Roy,DPT00078,Analyst,447722,160627,04-02-2018,Female,54,Pune,Delhi,India,employee89@company.com,-7876177102,3.61,Hybrid,31,Married,MBA,Project_393,21,96.06,Star Health,PF
EMP000091,Rahul,Dutta,DPT01454,Software Engineer,1926178,191689,11-10-2018,Male,53,Mumbai,Karnataka,India,employee90@company.com,-9324316330,1.45,Remote,14,Married,MCA,Project_487,5,84.76,Star Health,NPS
EMP000092,Sneha,Paul,DPT04763,Analyst,2393086,173882,25-12-2022,Female,37,Mumbai,West Bengal,India,employee91@company.com,-7138754772,2.54,Remote,8,Married,BTech,Project_343,27,98.7,HDFC Ergo,PF
EMP000093,Riya,Singh,DPT01718,Manager,1319478,96823,16-09-2023,Male,51,Kolkata,Delhi,India,employee92@company.com,-8540529238,3.88,Office,23,Married,BTech,Project_156,28,71.47,Star Health,NPS
EMP000094,Arjun,Paul,DPT02031,HR Executive,2148157,140097,25-01-2017,Female,37,Bangalore,West Bengal,India,employee93@company.com,-8943878507,4.62,Remote,22,Single,MCA,Project_94,16,88.43,LIC,NPS
EMP000095,Priya,Roy,DPT00466,Consultant,2470324,31116,07-03-2024,Female,39,Bangalore,Karnataka,India,employee94@company.com,-7440148182,2.62,Office,32,Married,BSc,Project_69,24,78.4,LIC,NPS
EMP000096,Ankit,Paul,DPT02760,HR Executive,502249,144113,23-01-2020,Female,26,Delhi,Karnataka,India,employee95@company.com,-9646167187,4.32,Hybrid,3,Single,BSc,Project_266,12,73.21,HDFC Ergo,PF
EMP000097,Priya,Paul,DPT00112,Consultant,1257620,120360,24-05-2024,Male,34,Chennai,West Bengal,India,employee96@company.com,-9901362025,3,Office,2,Single,MBA,Project_483,29,73.18,Star Health,NPS
EMP000098,Arjun,Gupta,DPT02918,Consultant,681940,111628,18-05-2019,Female,23,Pune,Maharashtra,India,employee97@company.com,-9413277510,3.9,Office,3,Married,BSc,Project_497,0,71,HDFC Ergo,NPS
EMP000099,Neha,Paul,DPT03514,Software Engineer,2214271,151780,29-08-2015,Male,36,Kolkata,Delhi,India,employee98@company.com,-7963392800,2.12,Remote,33,Single,BTech,Project_266,23,99.43,LIC,PF
EMP000100,Arjun,Saha,DPT01541,Manager,2222976,132885,26-12-2015,Female,23,Delhi,Karnataka,India,employee99@company.com,-9779356769,4,Hybrid,27,Married,BSc,Project_6,12,87.36,HDFC Ergo,PF
EMP000101,Sneha,Dutta,DPT01279,Manager,711984,167609,12-03-2015,Male,29,Kolkata,Maharashtra,India,employee100@company.com,-9410638575,3.29,Hybrid,9,Married,BSc,Project_398,14,94.76,Star Health,PF
EMP000102,Arjun,Roy,DPT04103,Software Engineer,2079004,156590,28-05-2024,Male,32,Kolkata,Karnataka,India,employee101@company.com,-8670255405,2.65,Office,15,Single,BSc,Project_379,10,88.14,Star Health,NPS
EMP000103,Sneha,Singh,DPT01686,Analyst,1515190,120253,20-07-2019,Male,47,Chennai,Delhi,India,employee102@company.com,-8020464702,3.61,Office,12,Single,MCA,Project_401,20,73.77,LIC,NPS
EMP000104,Neha,Singh,DPT02474,Manager,2126761,126273,09-02-2020,Female,58,Bangalore,Maharashtra,India,employee103@company.com,-9194394476,3.98,Remote,29,Married,MCA,Project_312,18,87.09,Star Health,NPS
EMP000105,Amit,Roy,DPT02756,Analyst,1226528,77319,30-04-2017,Male,35,Mumbai,Delhi,India,employee104@company.com,-9989849057,1.15,Office,26,Single,MBA,Project_388,14,91.27,HDFC Ergo,PF
EMP000106,Rahul,Paul,DPT02317,HR Executive,1708892,46429,05-05-2020,Female,55,Mumbai,West Bengal,India,employee105@company.com,-8235398531,1.97,Remote,28,Single,BTech,Project_361,16,95.86,LIC,PF
EMP000107,Rahul,Singh,DPT01577,HR Executive,2228491,176756,20-12-2016,Female,50,Mumbai,Karnataka,India,employee106@company.com,-9976137690,2.13,Remote,21,Married,MBA,Project_370,5,93.42,LIC,NPS
EMP000108,Rahul,Paul,DPT02636,Analyst,2403481,134776,29-06-2015,Male,28,Mumbai,Maharashtra,India,employee107@company.com,-9853978056,2.67,Hybrid,17,Married,MBA,Project_442,29,75.35,LIC,NPS
EMP000109,Ankit,Sharma,DPT00545,Analyst,2336730,70645,06-02-2022,Male,30,Mumbai,Delhi,India,employee108@company.com,-7201776949,4.99,Remote,28,Married,BSc,Project_105,7,80.15,LIC,PF
EMP000110,Amit,Saha,DPT01144,HR Executive,1820333,174295,26-04-2024,Female,32,Mumbai,Karnataka,India,employee109@company.com,-8638884833,4.01,Remote,16,Single,MBA,Project_259,13,75.89,Star Health,NPS
EMP000111,Rahul,Sharma,DPT03173,Manager,2201652,18902,24-11-2020,Female,52,Mumbai,Maharashtra,India,employee110@company.com,-8664534458,2.92,Hybrid,23,Married,MBA,Project_298,0,84.24,Star Health,PF
EMP000112,Sneha,Das,DPT04945,Analyst,899964,142317,25-01-2023,Male,27,Pune,Delhi,India,employee111@company.com,-8789138266,3.33,Remote,21,Married,MBA,Project_430,2,97.7,Star Health,PF
EMP000113,Riya,Das,DPT04571,Manager,2085819,126309,05-02-2023,Male,49,Bangalore,Karnataka,India,employee112@company.com,-9942691441,4.64,Remote,34,Single,MBA,Project_101,20,91.44,HDFC Ergo,PF
EMP000114,Priya,Das,DPT04672,Manager,1117619,96619,12-07-2021,Female,26,Bangalore,West Bengal,India,employee113@company.com,-8342838515,1.08,Hybrid,6,Married,BSc,Project_47,16,93.81,LIC,NPS
EMP000115,Neha,Gupta,DPT00460,Analyst,679574,92027,10-12-2015,Female,28,Kolkata,West Bengal,India,employee114@company.com,-9371357020,1.2,Remote,20,Single,BTech,Project_347,25,92.42,LIC,NPS
EMP000116,Neha,Dutta,DPT02257,HR Executive,478204,22744,22-04-2023,Male,22,Pune,West Bengal,India,employee115@company.com,-7231078571,1.38,Hybrid,24,Single,BSc,Project_26,25,83.84,HDFC Ergo,NPS
EMP000117,Rahul,Dutta,DPT01704,Manager,2324851,23533,22-08-2015,Female,52,Bangalore,Karnataka,India,employee116@company.com,-7055685186,1.93,Office,4,Married,MCA,Project_453,29,86.76,LIC,NPS
EMP000118,Ankit,Saha,DPT03957,Analyst,1401213,72754,11-11-2015,Male,52,Pune,West Bengal,India,employee117@company.com,-8079501845,3.94,Remote,33,Married,MCA,Project_174,29,71.12,Star Health,NPS
EMP000119,Rahul,Gupta,DPT02240,Analyst,706984,67731,07-09-2015,Female,47,Chennai,West Bengal,India,employee118@company.com,-7872252882,3.46,Remote,25,Married,MBA,Project_374,12,70.84,LIC,NPS
EMP000120,Sneha,Singh,DPT00765,Consultant,618033,44225,07-07-2018,Female,27,Pune,Karnataka,India,employee119@company.com,-9665292071,1.38,Remote,12,Married,MBA,Project_161,25,84.58,HDFC Ergo,PF
EMP000121,Riya,Das,DPT01747,Software Engineer,1934472,183215,03-10-2017,Male,32,Delhi,Delhi,India,employee120@company.com,-8902944663,1.38,Office,8,Married,MBA,Project_465,16,80.9,Star Health,PF
EMP000122,Sneha,Singh,DPT04006,Manager,396747,52335,24-01-2021,Male,54,Bangalore,Karnataka,India,employee121@company.com,-7968723323,4.25,Office,27,Married,MBA,Project_241,1,90.86,Star Health,NPS
EMP000123,Rahul,Paul,DPT01304,Consultant,1123634,56708,05-05-2015,Male,43,Chennai,Karnataka,India,employee122@company.com,-9722100770,4.98,Hybrid,25,Married,MBA,Project_152,17,88.31,Star Health,PF
EMP000124,Arjun,Gupta,DPT03620,Software Engineer,1754963,164420,25-02-2020,Male,54,Mumbai,Karnataka,India,employee123@company.com,-9781559827,2.38,Remote,20,Single,BTech,Project_264,22,72.84,HDFC Ergo,PF
